Image_path,Label
train/0/095793412.jpg,0
train/0/081111787.jpg,0
train/0/018344220.jpg,0
train/0/068667861.jpg,0
train/0/037530784.jpg,0
train/0/016198293.jpg,0
train/0/086436627.jpg,0
train/0/kiss_145.jpg,0
train/0/6613.jpg,0
train/0/072320014.jpg,0
train/0/10652.jpg,0
train/0/072255410.jpg,0
train/0/044730276.jpg,0
train/0/525.jpg,0
train/0/highfive_441.jpg,0
train/0/957.jpg,0
train/0/089183846.jpg,0
train/0/031506588.jpg,0
train/0/7053.jpg,0
train/0/018650058.jpg,0
train/0/057189897.jpg,0
train/0/058738360.jpg,0
train/0/035097562.jpg,0
train/0/handshake_502.jpg,0
train/0/098688694.jpg,0
train/0/8686.jpg,0
train/0/075078818.jpg,0
train/0/083634320.jpg,0
train/0/8121.jpg,0
train/0/045005864.jpg,0
train/0/071585002.jpg,0
train/0/008454334.jpg,0
train/0/065911352.jpg,0
train/0/002209375.jpg,0
train/0/hug_548.jpg,0
train/0/049889566.jpg,0
train/0/9761.jpg,0
train/0/5706.jpg,0
train/0/072126829.jpg,0
train/0/011104639.jpg,0
train/0/068619150.jpg,0
train/0/005202985.jpg,0
train/0/10233.jpg,0
train/0/065394367.jpg,0
train/0/7432.jpg,0
train/0/7840.jpg,0
train/0/10594.jpg,0
train/0/handshake_163.jpg,0
train/0/043950778.jpg,0
train/0/066168436.jpg,0
train/0/038509773.jpg,0
train/0/095828563.jpg,0
train/0/094529624.jpg,0
train/0/018818417.jpg,0
train/0/11473.jpg,0
train/0/010366914.jpg,0
train/0/kiss_283.jpg,0
train/0/041134625.jpg,0
train/0/036794075.jpg,0
train/0/036870717.jpg,0
train/0/6272.jpg,0
train/0/hug_95.jpg,0
train/0/085776709.jpg,0
train/0/072265033.jpg,0
train/0/hug_129.jpg,0
train/0/040451952.jpg,0
train/0/9300.jpg,0
train/0/011900539.jpg,0
train/0/5367.jpg,0
train/0/4280.jpg,0
train/0/016982035.jpg,0
train/0/021031856.jpg,0
train/0/018105036.jpg,0
train/0/067623374.jpg,0
train/0/057161269.jpg,0
train/0/038867729.jpg,0
train/0/4955.jpg,0
train/0/010814960.jpg,0
train/0/4527.jpg,0
train/0/1279.jpg,0
train/0/8540.jpg,0
train/0/036205585.jpg,0
train/0/040695378.jpg,0
train/0/095933517.jpg,0
train/0/015415605.jpg,0
train/0/007433087.jpg,0
train/0/026775167.jpg,0
train/0/013144602.jpg,0
train/0/035987801.jpg,0
train/0/016456606.jpg,0
train/0/4251.jpg,0
train/0/099215801.jpg,0
train/0/8591.jpg,0
train/0/070278288.jpg,0
train/0/022646060.jpg,0
train/0/5863.jpg,0
train/0/5411.jpg,0
train/0/087715490.jpg,0
train/0/087161685.jpg,0
train/0/029593697.jpg,0
train/0/098956328.jpg,0
train/0/9476.jpg,0
train/0/047415795.jpg,0
train/0/013216178.jpg,0
train/0/057213775.jpg,0
train/0/002388419.jpg,0
train/0/007411917.jpg,0
train/0/6504.jpg,0
train/0/6976.jpg,0
train/0/kiss_252.jpg,0
train/0/11305.jpg,0
train/0/085695013.jpg,0
train/0/hug_44.jpg,0
train/0/001177988.jpg,0
train/0/handshake_615.jpg,0
train/0/067339148.jpg,0
train/0/7344.jpg,0
train/0/071767616.jpg,0
train/0/highfive_756.jpg,0
train/0/632.jpg,0
train/0/2868.jpg,0
train/0/087163677.jpg,0
train/0/7891.jpg,0
train/0/086012240.jpg,0
train/0/055133055.jpg,0
train/0/021337191.jpg,0
train/0/10545.jpg,0
train/0/195.jpg,0
train/0/10937.jpg,0
train/0/028788893.jpg,0
train/0/5070.jpg,0
train/0/043850125.jpg,0
