Video_path,Label
train/frames/fake/194,0
train/frames/fake/1534,0
train/frames/fake/910,0
train/frames/fake/967,0
train/frames/fake/1090,0
train/frames/fake/1104,0
train/frames/fake/860,0
train/frames/fake/1003,0
train/frames/fake/48,0
train/frames/fake/1549,0
train/frames/fake/1300,0
train/frames/fake/739,0
train/frames/fake/643,0
train/frames/fake/1637,0
train/frames/fake/1640,0
train/frames/fake/279,0
train/frames/fake/1270,0
train/frames/fake/1136,0
train/frames/fake/1851,0
train/frames/fake/142,0
train/frames/fake/852,0
train/frames/fake/241,0
train/frames/fake/1696,0
train/frames/fake/695,0
train/frames/fake/524,0
train/frames/fake/553,0
train/frames/fake/1184,0
train/frames/fake/559,0
train/frames/fake/974,0
train/frames/fake/454,0
train/frames/fake/1083,0
train/frames/fake/1117,0
train/frames/fake/26,0
train/frames/fake/1380,0
train/frames/fake/1653,0
train/frames/fake/389,0
train/frames/fake/217,0
train/frames/fake/627,0
train/frames/fake/1158,0
train/frames/fake/1055,0
train/frames/fake/1568,0
train/frames/fake/1465,0
train/frames/fake/126,0
train/frames/fake/69,0
train/frames/fake/1418,0
train/frames/fake/14,0
train/frames/fake/1028,0
train/frames/fake/585,0
train/frames/fake/322,0
train/frames/fake/668,0
train/frames/fake/328,0
train/frames/fake/1766,0
train/frames/fake/715,0
train/frames/fake/618,0
train/frames/fake/1256,0
train/frames/fake/255,0
train/frames/fake/1716,0
train/frames/fake/1052,0
train/frames/fake/485,0
train/frames/fake/511,0
train/frames/fake/1415,0
train/frames/fake/19,0
train/frames/fake/80,0
train/frames/fake/1058,0
train/frames/fake/461,0
train/frames/fake/941,0
train/frames/fake/1213,0
train/frames/fake/750,0
train/frames/fake/1654,0
train/frames/fake/317,0
train/frames/fake/1629,0
train/frames/fake/267,0
train/frames/fake/1314,0
train/frames/fake/1219,0
train/frames/fake/164,0
train/frames/fake/1450,0
train/frames/fake/459,0
train/frames/fake/803,0
train/frames/fake/1060,0
train/frames/fake/809,0
train/frames/fake/904,0
train/frames/fake/180,0
train/frames/fake/56,0
train/frames/fake/246,0
train/frames/fake/1705,0
train/frames/fake/698,0
train/frames/fake/771,0
train/frames/fake/1778,0
train/frames/fake/1131,0
train/frames/fake/952,0
train/frames/fake/405,0
train/frames/fake/1576,0
train/frames/fake/1592,0
train/frames/fake/958,0
train/frames/fake/1307,0
train/frames/fake/644,0
train/frames/fake/1740,0
train/frames/fake/209,0
train/frames/fake/373,0
train/frames/fake/639,0
train/frames/fake/1449,0
train/frames/fake/1103,0
train/frames/fake/1097,0
train/frames/fake/530,0
train/frames/fake/810,0
train/frames/fake/1109,0
train/frames/fake/1190,0
train/frames/fake/1004,0
train/frames/fake/177,0
train/frames/fake/747,0
train/frames/fake/1204,0
train/frames/fake/1390,0
train/frames/fake/270,0
train/frames/fake/1733,0
train/frames/fake/1297,0
train/frames/fake/1303,0
train/frames/fake/1279,0
train/frames/fake/863,0
train/frames/fake/1170,0
train/frames/fake/887,0
train/frames/fake/36,0
train/frames/fake/179,0
train/frames/fake/1241,0
train/frames/fake/1331,0
train/frames/fake/492,0
train/frames/fake/571,0
train/frames/fake/1148,0
train/frames/fake/79,0
train/frames/fake/97,0
train/frames/fake/1858,0
train/frames/fake/1578,0
train/frames/fake/1572,0
train/frames/fake/921,0
train/frames/fake/1038,0
train/frames/fake/1142,0
train/frames/fake/1135,0
train/frames/fake/653,0
train/frames/fake/729,0
train/frames/fake/1367,0
train/frames/fake/1720,0
train/frames/fake/269,0
train/frames/fake/313,0
train/frames/fake/1650,0
train/frames/fake/754,0
train/frames/fake/723,0
train/frames/fake/1873,0
train/frames/fake/1804,0
train/frames/fake/52,0
train/frames/fake/1163,0
train/frames/fake/894,0
train/frames/fake/457,0
train/frames/fake/1169,0
train/frames/fake/550,0
train/frames/fake/807,0
train/frames/fake/993,0
train/frames/fake/1559,0
train/frames/fake/117,0
train/frames/fake/1225,0
train/frames/fake/788,0
train/frames/fake/711,0
train/frames/fake/1718,0
train/frames/fake/1126,0
train/frames/fake/1841,0
train/frames/fake/938,0
train/frames/fake/1056,0
train/frames/fake/838,0
train/frames/fake/462,0
train/frames/fake/67,0
train/frames/fake/89,0
train/frames/fake/1588,0
train/frames/fake/468,0
train/frames/fake/565,0
train/frames/fake/1026,0
train/frames/fake/1762,0
train/frames/fake/1325,0
train/frames/fake/1352,0
train/frames/fake/688,0
train/frames/fake/682,0
train/frames/fake/716,0
train/frames/fake/351,0
train/frames/fake/1459,0
train/frames/fake/1164,0
train/frames/fake/1087,0
train/frames/fake/907,0
train/frames/fake/1014,0
train/frames/fake/899,0
train/frames/fake/1424,0
train/frames/fake/1453,0
train/frames/fake/1529,0
train/frames/fake/28,0
train/frames/fake/1317,0
train/frames/fake/369,0
train/frames/fake/1727,0
train/frames/fake/363,0
train/frames/fake/1620,0
train/frames/fake/1657,0
train/frames/fake/629,0
train/frames/fake/1267,0
train/frames/fake/495,0
train/frames/fake/598,0
train/frames/fake/131,0
train/frames/fake/471,0
train/frames/fake/1145,0
train/frames/fake/1698,0
train/frames/fake/1341,0
train/frames/fake/796,0
train/frames/fake/778,0
train/frames/fake/1706,0
train/frames/fake/1193,0
train/frames/fake/1070,0
train/frames/fake/813,0
train/frames/fake/1199,0
train/frames/fake/914,0
train/frames/fake/434,0
train/frames/fake/1547,0
train/frames/fake/1810,0
train/frames/fake/109,0
train/frames/fake/1203,0
train/frames/fake/1274,0
train/frames/fake/337,0
train/frames/fake/1244,0
train/frames/fake/1704,0
train/frames/fake/1690,0
train/frames/fake/92,0
train/frames/fake/133,0
train/frames/fake/1494,0
train/frames/fake/1599,0
train/frames/fake/98,0
train/frames/fake/76,0
train/frames/fake/1130,0
train/frames/fake/1395,0
train/frames/fake/735,0
train/frames/fake/1646,0
train/frames/fake/396,0
train/frames/fake/1371,0
train/frames/fake/1306,0
train/frames/fake/198,0
train/frames/fake/1881,0
train/frames/fake/811,0
train/frames/fake/1096,0
train/frames/fake/1078,0
train/frames/fake/44,0
train/frames/fake/33,0
train/frames/fake/1532,0
train/frames/fake/1812,0
train/frames/fake/254,0
train/frames/fake/1760,0
train/frames/fake/1350,0
train/frames/fake/619,0
train/frames/fake/1689,0
train/frames/fake/1667,0
train/frames/fake/1123,0
train/frames/fake/417,0
train/frames/fake/937,0
train/frames/fake/1487,0
train/frames/fake/1463,0
train/frames/fake/1580,0
train/frames/fake/1053,0
train/frames/fake/1218,0
train/frames/fake/656,0
train/frames/fake/1655,0
train/frames/fake/1368,0
train/frames/fake/726,0
train/frames/fake/751,0
train/frames/fake/1556,0
train/frames/fake/1188,0
train/frames/fake/1111,0
train/frames/fake/996,0
train/frames/fake/802,0
train/frames/fake/1182,0
train/frames/fake/165,0
train/frames/fake/168,0
train/frames/fake/1526,0
train/frames/fake/1551,0
train/frames/fake/878,0
train/frames/fake/455,0
train/frames/fake/428,0
train/frames/fake/115,0
train/frames/fake/1365,0
train/frames/fake/651,0
train/frames/fake/388,0
train/frames/fake/366,0
train/frames/fake/285,0
train/frames/fake/1215,0
train/frames/fake/1318,0
train/frames/fake/721,0
train/frames/fake/1153,0
train/frames/fake/1029,0
train/frames/fake/489,0
train/frames/fake/947,0
train/frames/fake/467,0
train/frames/fake/86,0
train/frames/fake/68,0
train/frames/fake/1054,0
train/frames/fake/517,0
train/frames/fake/483,0
train/frames/fake/840,0
train/frames/fake/837,0
train/frames/fake/1250,0
train/frames/fake/106,0
train/frames/fake/1868,0
train/frames/fake/1432,0
train/frames/fake/1886,0
train/frames/fake/536,0
train/frames/fake/1075,0
train/frames/fake/431,0
train/frames/fake/446,0
train/frames/fake/911,0
train/frames/fake/1172,0
train/frames/fake/1815,0
train/frames/fake/745,0
train/frames/fake/1731,0
train/frames/fake/1746,0
train/frames/fake/308,0
train/frames/fake/738,0
train/frames/fake/635,0
train/frames/fake/1030,0
train/frames/fake/1047,0
train/frames/fake/134,0
train/frames/fake/71,0
train/frames/fake/1140,0
train/frames/fake/579,0
train/frames/fake/694,0
train/frames/fake/1339,0
train/frames/fake/670,0
train/frames/fake/1333,0
train/frames/fake/1703,0
train/frames/fake/1679,0
train/frames/fake/1479,0
train/frames/fake/1823,0
train/frames/fake/494,0
train/frames/fake/577,0
train/frames/fake/599,0
train/frames/fake/820,0
train/frames/fake/1034,0
train/frames/fake/1043,0
train/frames/fake/1707,0
train/frames/fake/1337,0
train/frames/fake/603,0
train/frames/fake/609,0
train/frames/fake/704,0
train/frames/fake/1699,0
train/frames/fake/334,0
train/frames/fake/1546,0
train/frames/fake/108,0
train/frames/fake/1101,0
train/frames/fake/1095,0
train/frames/fake/1176,0
train/frames/fake/1198,0
train/frames/fake/435,0
train/frames/fake/448,0
train/frames/fake/812,0
train/frames/fake/1882,0
train/frames/fake/1441,0
train/frames/fake/175,0
train/frames/fake/1372,0
train/frames/fake/1735,0
train/frames/fake/1742,0
train/frames/fake/1645,0
train/frames/fake/741,0
train/frames/fake/736,0
train/frames/fake/1202,0
train/frames/fake/1378,0
train/frames/fake/1027,0
train/frames/fake/82,0
train/frames/fake/1460,0
train/frames/fake/1567,0
train/frames/fake/1510,0
train/frames/fake/943,0
train/frames/fake/519,0
train/frames/fake/1787,0
train/frames/fake/1,0
train/frames/fake/1254,0
train/frames/fake/1324,0
train/frames/fake/1229,0
train/frames/fake/667,0
train/frames/fake/610,0
train/frames/fake/784,0
train/frames/fake/1714,0
train/frames/fake/1619,0
train/frames/fake/1808,0
train/frames/fake/1452,0
train/frames/fake/1425,0
train/frames/fake/29,0
train/frames/fake/166,0
train/frames/fake/111,0
train/frames/fake/1015,0
train/frames/fake/521,0
train/frames/fake/1112,0
train/frames/fake/1086,0
train/frames/fake/1165,0
train/frames/fake/628,0
train/frames/fake/1211,0
train/frames/fake/281,0
train/frames/fake/386,0
train/frames/fake/265,0
train/frames/fake/622,0
train/frames/fake/1361,0
train/frames/fake/658,0
train/frames/fake/755,0
train/frames/fake/268,0
train/frames/fake/312,0
train/frames/fake/365,0
train/frames/fake/1626,0
train/frames/fake/262,0
train/frames/fake/1721,0
train/frames/fake/1168,0
train/frames/fake/1065,0
train/frames/fake/526,0
train/frames/fake/1162,0
train/frames/fake/1081,0
train/frames/fake/895,0
train/frames/fake/998,0
train/frames/fake/456,0
train/frames/fake/1552,0
train/frames/fake/1872,0
train/frames/fake/1719,0
train/frames/fake/1329,0
train/frames/fake/710,0
train/frames/fake/684,0
train/frames/fake/1323,0
train/frames/fake/1354,0
train/frames/fake/1713,0
train/frames/fake/514,0
train/frames/fake/1020,0
train/frames/fake/124,0
train/frames/fake/1467,0
train/frames/fake/1483,0
train/frames/fake/641,0
train/frames/fake/636,0
train/frames/fake/1375,0
train/frames/fake/295,0
train/frames/fake/1635,0
train/frames/fake/746,0
train/frames/fake/1106,0
train/frames/fake/886,0
train/frames/fake/862,0
train/frames/fake/1446,0
train/frames/fake/105,0
train/frames/fake/172,0
train/frames/fake/1694,0
train/frames/fake/243,0
train/frames/fake/1330,0
train/frames/fake/1347,0
train/frames/fake/774,0
train/frames/fake/1607,0
train/frames/fake/344,0
train/frames/fake/333,0
train/frames/fake/249,0
train/frames/fake/920,0
train/frames/fake/1504,0
train/frames/fake/78,0
train/frames/fake/137,0
train/frames/fake/1597,0
train/frames/fake/850,0
train/frames/fake/570,0
train/frames/real/1221,1
train/frames/real/173,1
train/frames/real/1785,1
train/frames/real/1611,1
train/frames/real/1688,1
train/frames/real/543,1
train/frames/real/534,1
train/frames/real/980,1
train/frames/real/439,1
train/frames/real/913,1
train/frames/real/869,1
train/frames/real/433,1
train/frames/real/444,1
train/frames/real/1351,1
train/frames/real/1518,1
train/frames/real/1581,1
train/frames/real/7,1
train/frames/real/207,1
train/frames/real/393,1
train/frames/real/637,1
train/frames/real/1565,1
train/frames/real/1468,1
train/frames/real/1832,1
train/frames/real/506,1
train/frames/real/851,1
train/frames/real/136,1
train/frames/real/1280,1
train/frames/real/401,1
train/frames/real/248,1
train/frames/real/332,1
train/frames/real/1427,1
train/frames/real/678,1
train/frames/real/702,1
train/frames/real/1557,1
train/frames/real/1877,1
train/frames/real/66,1
train/frames/real/1110,1
train/frames/real/11,1
train/frames/real/1342,1
train/frames/real/1772,1
train/frames/real/1602,1
train/frames/real/870,1
train/frames/real/1245,1
train/frames/real/1856,1
train/frames/real/1501,1
train/frames/real/287,1
