Video_path,Label
train/frames/fake/194,0
train/frames/fake/910,0
train/frames/fake/967,0
train/frames/fake/1090,0
train/frames/fake/1104,0
train/frames/fake/1003,0
train/frames/fake/1074,0
train/frames/fake/48,0
train/frames/fake/1869,0
train/frames/fake/1549,0
train/frames/fake/1377,0
train/frames/fake/1300,0
train/frames/fake/739,0
train/frames/fake/643,0
train/frames/fake/1637,0
train/frames/fake/1640,0
train/frames/fake/279,0
train/frames/fake/1270,0
train/frames/fake/1136,0
train/frames/fake/1851,0
train/frames/fake/1498,0
train/frames/fake/142,0
train/frames/fake/852,0
train/frames/fake/572,0
train/frames/fake/241,0
train/frames/fake/1696,0
train/frames/fake/1702,0
train/frames/fake/695,0
train/frames/fake/1235,0
train/frames/fake/346,0
train/frames/fake/524,0
train/frames/fake/553,0
train/frames/fake/1184,0
train/frames/fake/559,0
train/frames/fake/903,0
train/frames/fake/974,0
train/frames/fake/454,0
train/frames/fake/1083,0
train/frames/fake/1380,0
train/frames/fake/1319,0
train/frames/fake/389,0
train/frames/fake/310,0
train/frames/fake/367,0
train/frames/fake/1364,0
train/frames/fake/627,0
train/frames/fake/1055,0
train/frames/fake/561,0
train/frames/fake/151,0
train/frames/fake/1418,0
train/frames/fake/63,0
train/frames/fake/931,0
train/frames/fake/258,0
train/frames/fake/322,0
train/frames/fake/668,0
train/frames/fake/715,0
train/frames/fake/618,0
train/frames/fake/1256,0
train/frames/fake/1052,0
train/frames/fake/846,0
train/frames/fake/485,0
train/frames/fake/511,0
train/frames/fake/1415,0
train/frames/fake/19,0
train/frames/fake/1058,0
train/frames/fake/461,0
train/frames/fake/941,0
train/frames/fake/1213,0
train/frames/fake/750,0
train/frames/fake/1623,0
train/frames/fake/317,0
train/frames/fake/267,0
train/frames/fake/1219,0
train/frames/fake/1450,0
train/frames/fake/459,0
train/frames/fake/803,0
train/frames/fake/1060,0
train/frames/fake/1017,0
train/frames/fake/809,0
train/frames/fake/904,0
train/frames/fake/180,0
train/frames/fake/56,0
train/frames/fake/1705,0
train/frames/fake/601,0
train/frames/fake/698,0
train/frames/fake/771,0
train/frames/fake/1232,0
train/frames/fake/1778,0
train/frames/fake/1131,0
train/frames/fake/405,0
train/frames/fake/1576,0
train/frames/fake/93,0
train/frames/fake/958,0
train/frames/fake/644,0
train/frames/fake/209,0
train/frames/fake/304,0
train/frames/fake/639,0
train/frames/fake/1449,0
train/frames/fake/1103,0
train/frames/fake/530,0
train/frames/fake/810,0
train/frames/fake/1109,0
train/frames/fake/1004,0
train/frames/fake/747,0
train/frames/fake/1204,0
